nama_hotel,alamat_hotel,jenis_kamar,total_kamar_tersedia
Pondok Krebet,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta </span>",4,4
OYO 1650 Griya Joglo Homestay,"<span itemprop=""address"">Jl. Kaliurang Km 7,8, Jl. Raya Banteng 3</span>",8,8
RedDoorz Syariah near Jogja City Mall 2,"<span itemprop=""address"">Jl. Jati Pratama No.269, Karang Jati Sinduadi, Mlati, Sleman, DI Yogyakarta , Indonesia</span>",7,14
Adji Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,12
Villa Pohon,"<span itemprop=""address"">Jl. Godean - Seyegan, Margoluwih, Seyegan, Kabupaten Sleman, Yogyakarta, Indonesia</span>",1,2
Pendowo Huis Guesthouse,"<span itemprop=""address"">Jl. Affandi Gang Bromo No. 9B Rt. 04 Rw. 02, Caturtunggal, Depok, Sleman, Yogyakarta, Indonesia</span>",1,2
Omah Sorsawo Homestay,"<span itemprop=""address"">Jl.Taman Siswa Joyonegaran, MG 2 No. 893, Wirogunan, Mergangsan, Yogyakarta, Indonesia</span>",2,6
Cassa Mia Villa 1,"<span itemprop=""address"">Jl. Demak No. 5, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",6,18
Homestay Pojok,"<span itemprop=""address"">Ngemplak RT 12 RW 06, Pagerharjo, Samigaluh, Kulonprogo</span>",3,6
Kus Homestay,"<span itemprop=""address"">Nglinggo Barat RT 25/RW 13, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",8,8
Simply Homy Guest House Gembira Loka 2,"<span itemprop=""address"">Jl. Karangsari No. 23, Kota Gede, Yogyakarta,Indonesia</span>",1,2
Diva Residence Yogyakarta,"<span itemprop=""address"">Jl. Kaliwaru No.97, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, DI Yogyakarta</span>",2,8
Homestay Damandiri Prambanan,"<span itemprop=""address"">Jl. Karangmojo, RT 001 / RW 01, Karangmojo, Prambanan, Sleman, Yogyakarta, Indonesia</span>",8,16
Omahe Haji Qoema Syariah,"<span itemprop=""address"">Jalan Ring Road Utara No.15, Condongcatur, Depok, Sleman, D.I.Yogyakarta</span>",5,15
Hotel di Jogja,,0,0
Embe Enem Homestay,"<span itemprop=""address"">Jl. Mrican Baru No. 6, Caturtunggal, Depok, Kab. Sleman, DI Yogyakarta, Indonesia</span>",16,16
Homestay Putu Popon,"<span itemprop=""address"">Negeri di atas awan, Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",4,12
Rosella Cottage Yogyakarta,"<span itemprop=""address"">Jl. Kabupaten Km. 3,5 Trihanggo Gamping</span>",3,6
Habitat@Uttara Yogyakarta,"<span itemprop=""address"">Jalan Kaliurang KM 5,5 Depok, Sleman</span>",1,2
D'House of Gembala,"<span itemprop=""address"">Jl. Sawah Joglo No.15, Lojajar, Sinduharjo, Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",0,0
3 Bedroom at Omah Prapen,"<span itemprop=""address"">Gg. Sadewo, Jagalan, Banguntapan, Bantul, Daerah Istimewa Yogyakarta </span>",1,2
Comfort Room at Sundak Indah Homestay,"<span itemprop=""address"">Pantai Sundak, Pule Gundes 1, sidoharjo tepus </span>",2,4
Cozy Apartment Style near Airport at Terate,"<span itemprop=""address"">Jl. Mujaer No.31, RT.5 / RW.9, Pugeran, Maguwoharjo</span>",1,2
Spacious Room at Londres Bed and Breakfast Jogja,"<span itemprop=""address"">Jl. Babaran No. 71, Umbulharjo, Yogyakarta</span>",4,8
Harvest,"<span itemprop=""address"">Jalan Sorowajan Baru Gang Sindoro 297A</span>",2,4
Ridhomas Hotel,"<span itemprop=""address"">Jalan Sosrowijayan Wetan GT1 No. 86 Sosromenduran, Gedong Tengen</span>",2,4
Glory Homestay,"<span itemprop=""address"">Jalan Timuran No. 85 Mergangsan Brontokusuman, Yogyakarta</span>",0,0
Jasmine Residence (Female Only),"<span itemprop=""address"">Jl. Raya Banteng 3 Gang Sadewa No. 6C </span>",1,1
Simply Homy Guest House Malioboro 3,"<span itemprop=""address"">Jl. Bintaran Kidul No.26 Wirogunan, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta</span>",1,2
3 Bedroom at The Residence B9 Jogja,"<span itemprop=""address"">Jl. Wates Km. 5.5, Ambarketawang, Gamping, Sleman Regency, Special Region of Yogyakarta </span>",1,2
Chic Room at Summergrass Bed & Breakfast,"<span itemprop=""address"">Jl. Salakan 122, Bangunharjo, Sewon, Bantul</span>",1,1
HOME 88,"<span itemprop=""address"">Jalan Kaliurang km. 9,5 No. 88, Gondangan, Sardonoharjo, Ngaglik, Sleman</span>",5,5
Alamo Homestay Damai Syariah,"<span itemprop=""address"">Jl. Damai no. 10A, Sleman</span>",1,2
Omah Guyub,"<span itemprop=""address"">Jomegatan 350 RT.11 Ngestiharjo, Kasihan</span>",1,1
Cozy Room at Allota Homestay II,"<span itemprop=""address"">Jalan Manyar No.02, Demangan Baru</span>",1,2
Omah Awang,"<span itemprop=""address"">Jalan Ahmad Wahid No 236 Ngentak Banguntapan Bantul, Barat Rumah Makan Mataram Indah</span>",4,12
Waithozz,"<span itemprop=""address"">Grand Tlogoadi, Blok I, No. 4, Jln. Kebon Agung, Mlati</span>",1,2
Maharani Villa Jogja,"<span itemprop=""address"">Jl. Bantul Gg Sumonegoro No 293 Dongkelan Sewon</span>",1,2
Homestay Ibnu K1A,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul </span>",1,2
Nice Room at Omah Mapan Homestay,"<span itemprop=""address"">Jl. Prof. Dr.Soepomo no. 55 Janturan Warung Boto. Umbul Harjo.</span>",1,1
Female & Family Room at Wisma Pandega Tamtama SYARIAH,"<span itemprop=""address"">Jl. Pandega Tamtama G/12 A Rt.Rw 16.06 Caturtunggal</span>",3,9
CHIC ROOM AT BYTE BED & BREAKFAST,"<span itemprop=""address"">Jalan Veteran, Pandeyan, Gang Gayam no 1, Kota Yogyakarta</span>",1,3
Losmen Melati,"<span itemprop=""address"">Mancingan, Parangtritis Kec. Kretek</span>",1,3
Comfortable Room near Kraton at Ngasem Homestay,"<span itemprop=""address"">Jl Sidomukti 83 rt 52 rw 15 Mushola solihien, Kel Kadipaten, Kec Keraton</span>",1,1
Homestay Ndalem Mbak Charly,"<span itemprop=""address"">Jalan Nuri 1</span>",1,2
Hotel di Jogja,,0,0
Paddy D Sawah,"<span itemprop=""address"">Jl. Kedon 0.2</span>",2,6
Studio Room at Dio Vivo Apartement,"<span itemprop=""address"">Jl. Amarto, Caturtunggal, Depok, Yogyakarta</span>",3,6
Omah Sastro 1,"<span itemprop=""address"">Puri Gejayan C-31</span>",2,4
Samudra Homestay Malioboro,"<span itemprop=""address"">Jalan Pajeksan GT 1/162, Sosromenduran</span>",2,6
Family Stay Beach View at Omah Sundak 3,"<span itemprop=""address"">Pantai Sundak, Desa Sidoharjo RT 04 / RW 009, Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta </span>",0,0
Posnya Seni Godod Homestay,"<span itemprop=""address"">Jalan Suryodiningratan MJ.2 / 641</span>",1,2
2 Bedroom Cottage B in Pantai Kukup at Winahyu Resort,"<span itemprop=""address"">Pantai Kukup, Wonosari, Gunung Kidul , Desa Tanjung Sari</span>",1,2
Studio Room at Malioboro City Apartment,"<span itemprop=""address"">Jl. Laksda Adisucipto Km 8 Depok, Sleman</span>",1,2
Chorus Family Homestay,"<span itemprop=""address"">Jalan Nglaren Sari 144A</span>",0,0
The Cabin Garden Villa Yogyakarta - 7 Bedrooms,"<span itemprop=""address"">Desa Magerjo, Kel. Candi Binangun, Kec. Pakem</span>",1,2
Sae Sae Hostel,"<span itemprop=""address"">Jalan Ngadinegaran MJ III/46, Gang Cempaka</span>",1,2
Homestay Zuhriyah Syariah - 2 Bedrooms,"<span itemprop=""address"">Jalan Palagan,  Rejodani, RT 03 RW 02, Sariharjo, Sleman</span>",1,2
Mone House Private Room Yogyakarta,"<span itemprop=""address"">Jalan Manyar No.1, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman,</span>",1,3
Rumah Karangwuni Homestay,"<span itemprop=""address"">Perumahan Grand Harmony Residence D3, Jalan Kaliurang Km 4,5, Karangwuni, Catur Tunggal, Depok, Sleman, Yogyakarta</span>",1,2
Ndalem Kemetiran Malioboro Yogyakarta,"<span itemprop=""address"">Jalan Kemetiran Lor GT II , 671</span>",2,4
Pavilliun Syariah 1 in Palagan at Homestay Surya,"<span itemprop=""address"">Waras no.94C RT 01/031 (Desa Sedan)</span>",1,2
Value Room in Pantai Kukup at Winahyu Resorts,"<span itemprop=""address"">Pantai Kukup, Wonosari, Gunung Kidul, Desa Tanjung Sari</span>",1,2
1 Bedroom Guesthouse (4pax) at Rakai Garung,"<span itemprop=""address"">Jalan candi sambisari</span>",1,2
Full House 3 Bedroom at Fams Homestay by FH Stay,"<span itemprop=""address"">Laguna Spring Residence No E10. Jl. Wonosari Km 7</span>",1,2
Lempuyangan Guest House,"<span itemprop=""address"">Jalan Ronodigdayan No. 27. Yogyakarta</span>",1,2
JK Private Villa,"<span itemprop=""address"">Jalan Kaliurang KM 11, Desa Caran Ngemplak RT04/RW04 Ngaglik Seleman, Yogyakarta</span>",1,2
Value Room at Tanjung Inn,"<span itemprop=""address"">Jalan Tanjung No. 3, Wonosari, Gunungkidul, Yogyakarta</span>",2,8
Villa Kayu Yogyakarta,"<span itemprop=""address"">Gedongan, Bangunjiwo, Bantul, Daerah Istimewa Yogyakarta</span>",2,6
Rumah Kayu by Symphony,"<span itemprop=""address"">Jalan Anggajaya 1 No.268 A, Sanggrahan, Condongcatur, Kec. Depok</span>",1,2
Wooden Room at Ndalem Malioboro Guest House,"<span itemprop=""address"">Jl. Widayati Sutarjo, Danukusuman, Gondokusuman</span>",2,6
Spacious Room near Jogja Bay at Enter Homestay,"<span itemprop=""address"">Jalan Tasur No.36, Pugerar RT 11/RW 10, Mangunharjo</span>",1,3
Cozy Room at Mrican Residence Syariah,"<span itemprop=""address"">Jl. Mrican Baru No. 24, Catur Tunggal, Yogyakarta</span>",2,2
Best House,"<span itemprop=""address"">Gang Nanas, Banguntapan, Bantul</span>",2,2
Numarun Private Room,"<span itemprop=""address"">Awana Townhouse No.6</span>",1,2
OYO 966 Dinda Guesthouse,"<span itemprop=""address"">Jl. Candi Gebang no. 208A, Condongcatur,Yogyakarta City, Special Region of Yogyakarta, Indonesia, Yogyakarta</span>",1,1
Hotel di Jogja,,0,0
Backpack Room at Napinap,"<span itemprop=""address"">Jalan timuran MG III NO.84 mergangsan kota yogyakarta</span>",1,2
Bedhot Home Stay,"<span itemprop=""address"">Jl. KH Ali Maksum, Panggung Harjo, Sewon, Bantul</span>",4,8
Retra's Hostel Private Room,"<span itemprop=""address"">Jalan Kaliurang KM. 5.5 Gang Pandega Mandala No. 25C, Caturtunggal, Kecamatan Depok, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",2,4
The Cabin Apartment Unit 9B07,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1,2
Grha Somaya Hotel,"<span itemprop=""address"">Jalan Menteri Supeno No 28 BC</span>",2,4
Kenari Backpacker Hostel,"<span itemprop=""address"">Jalan Krodan No 4, Krodan, Maguwoharjo</span>",1,3
Adikarta Guesthouse Kaliurang,"<span itemprop=""address"">Jalan Kaliurang Km.7, Kompleks Kolombo Baru Kav 19 Joho, Condongcatur</span>",1,2
Rubilang Homestay Yogyakarta,"<span itemprop=""address"">Jalan Plataran No 8, Sembungan, Bangunjiwo, Kasihan</span>",1,3
Smart Room near Ambarrukmo Plaza at Pondokan Baiti,"<span itemprop=""address"">Jalan Melon No 137, Monolo - Nologaten</span>",1,3
The Cabin Apartment Unit 9A05,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1,2
The Cabin Apartment Unit 9A03,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1,2
Bougenville Stay,"<span itemprop=""address"">Jalan Gambir No 9A, Karang Gayam Caturtunggal</span>",2,2
Grand Zea 1 Umbulharjo Yogyakarta,"<span itemprop=""address"">Jl. Golo Gang Pulang Geni No. 421A, Umbulharjo</span>",2,4
Ismoyo Hotel,"<span itemprop=""address"">Jalan Jlagran Lor No.57/123</span>",4,12
Villa Jaran Jingkrak,"<span itemprop=""address"">Jalan Siaga 99, Kaliurang Barat, Hargobinangun, Pakem</span>",5,15
Sewu Mas Hotel,"<span itemprop=""address"">Jalan Ring Road Utara No 198, Mlati</span>",2,4
Affordable Room in Pantai Kukup at Winahyu Resorts,"<span itemprop=""address"">Jalan Wonosari-Baron KM 22, Ngepung, Kemadang, Tanjung Sari, Wonosari</span>",1,2
Simply Homy Guest House Pogung Baru,"<span itemprop=""address"">Jalan. Pandega Padma No. 246 A Pogung Lor, Sinduadi, Mlati, Kabupaten Sleman, </span>",1,2
Comfort Room at Kabila Homestay Family Syariah,"<span itemprop=""address"">JL. CENDRAWASIH, GANG PARKIT , RT 14 RW 27 , BLOK IV NO 101, MAGUWO WONOCATUR , BANGUNTAPAN, BANTUL, YOGYAKARTA, INDONESIA.</span>",3,9
Omah Ndeso Godean - Traditional House 1,"<span itemprop=""address"">Jalan Godean Seyegan Klaci 1 RT.05 / RW.09, Margoluwih, Seyegan, Sleman</span>",1,2
Clean Room at Omah Pandega Maharsi,"<span itemprop=""address"">Jl. Pandega Maharsi No 4 A</span>",1,1
LINA Guest House,"<span itemprop=""address"">Jalan Dagen, Pajeksan GT I No. 507 Kota Yogyakarta * 50 meter dari jalan malioboro * 300 meter dari Keraton Yogyakarta</span>",1,1
Value Stay at Green Pearl Homestay,"<span itemprop=""address"">Jl. Titibumi Selatan No 450 Banyuraden</span>",2,6
Bunk Bed and Breakfast Dormitory,"<span itemprop=""address"">Jalan KH Wahid Hasyim 23, Ngampilan. Yogyakarta</span>",2,6
The Helena Guesthouse,"<span itemprop=""address"">Komplek Victoria Residence</span>",1,2
Simply Homy Guest House UTY,"<span itemprop=""address"">Jalan. Kabupaten, RT.2/RW.11, Ngawean, Trihanggo, Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",1,2
Clean Room at Ndalem Batik Guest House,"<span itemprop=""address"">Jl. Suryowijayan No 71 B</span>",2,6
Hotel Budi Inn 1,"<span itemprop=""address"">Mancingan, 11 Rt. 04. Rw 23, Parangtritis, Kretek</span>",3,3
Homestay Surya Yogyakarta,"<span itemprop=""address"">Waras no.94C RT 01/031 (Desa Sedan)</span>",4,8
Guest House Griya Alsis,"<span itemprop=""address"">Jl. Garuni III No. 3A, Babarsari, Kledokan, Sleman, Yogyakarta</span>",2,6
Hotel di Jogja,,0,0
OYO 722 Uno Guesthouse,"<span itemprop=""address"">Jl Timbulrejo Krodan Maguwoharjo Kec Depok Kabupaten Sleman Daerah Istimewa Yogyakarta 55282 Indonesia</span>",1,1
Eco Room at Mamagayo Inn,"<span itemprop=""address"">Jl suryodiningratan 42</span>",1,3
Grand Zea 2 Gedongkuning Yogyakarta,"<span itemprop=""address"">Gang Nakula, Jeruk Legi, Jalan Pringgolayan No 507, Banguntapan </span>",3,6
Full House 3 Bedroom at Punai Homestay by FH Stay,"<span itemprop=""address"">Perum MBS No 33. Jl. Tambakboyo Condongcatur, Depok</span>",1,2
Homestay Rusmiyati K1,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul</span>",1,2
Blue Garden Jogja,"<span itemprop=""address"">Jalan Bibis, Desa Lemah Bang, RT.002 Padukuhan Gendeng, Kelurahan Bangunjiwo Kecamatan Kasihan, Bantul</span>",1,2
Hyarta Luxorious Golden Villa (near Centre of Yogyakarta),"<span itemprop=""address"">Jl. Palagan Tentara Pelajar Km 7.7, Ngaglik Sariharjo</span>",2,4
Bale Abimantrana Homestay,"<span itemprop=""address"">Jl. Bugisan Selatan, Gg. Pancawal No. 366 G Jomegatan, Jomegatan, Ngestiharjo, Kasihan, Bantul</span>",1,2
Pondok Tuman Homestay,"<span itemprop=""address"">Jl. HOS. Cokroaminoto, Pakuncen Wirobrajan</span>",1,1
Budget Room at Ratu Guesthouse Babarsari Syariah,"<span itemprop=""address"">Jalan Proklamasi TG 17/6C Babarsari, Sleman</span>",2,2
Pamularsih Homestay,"<span itemprop=""address"">Jalan Pamularsih No. 5</span>",1,3
Ndalem Joglo Hinggil,"<span itemprop=""address"">Jl. Kaliurang Km. 20, Ngetehan, Pakem, Kaliurang</span>",3,6
Omah Ndeso Godean - Traditional House 2,"<span itemprop=""address"">Jalan Godean Seyegan Klaci 1 RT.05 / RW.09, Margoluwih, Seyegan, Sleman</span>",1,2
Rami Homestay,"<span itemprop=""address"">Puri Dukuh Asri A4-A6, Jl.Bantul, Gedongkiwo, kec.Mantrijeron</span>",1,2
Eco Room in Wisata Kalibiru at Munggang Homestay,"<span itemprop=""address"">Jalan Sermo Kalibiru, Hargowilis, Kokap, Kulonprogo</span>",2,4
Mell's Home,"<span itemprop=""address"">Jalan Plosokuning Raya, Perum Kaliurang Grahayasa No.A4</span>",1,2
Homestay Putu Popon,"<span itemprop=""address"">Bukit Panguk Kediwung, Mangunan, Dlingo, Bantul</span>",1,2
Hotel Nugraha Yogyakarta,"<span itemprop=""address"">Jl. Sartono MJ 3 No.813, Mantrijeron</span>",0,0
Omah Lila By The Grand Java,"<span itemprop=""address"">Jalan Parangtritis KM 8,5 Sewon</span>",1,3
The Wayang Homestay,"<span itemprop=""address"">Jalan DI Panjaitan, Kp Minggiran Gang Pisang No. 1017</span>",4,8
Homestay Omah Mbesi,"<span itemprop=""address"">Gading IX, Rt.01/009, Kel.Gading, Kec.Playen, Kab.Gunung Kidul</span>",1,3
BnV House,"<span itemprop=""address"">Jalan Wahid Hasyim 216</span>",3,9
Hotel Omah Cepit,"<span itemprop=""address"">Jl. Cepit Tembi 46 Pendowoharjo, Sewon, Bantul </span>",1,4
Khomestay Jogja 2,"<span itemprop=""address"">Jalan Tantular No.431 RT 15 RW 42, Pringwulung, Condongcatur, Depok</span>",1,2
Plemburan Homestay,"<span itemprop=""address"">Jalan Mulia 2 No.3, Plemburan</span>",1,2
30 days Boutique Guest House,"<span itemprop=""address"">Perumahan Pesona Merapi Kav. F 32. Jalan Kapten Haryadi (Jalan Kaliurang KM 9,3)</span>",1,2
Homestay Sumono Gunung Kidul,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu</span>",1,2
Wisma Wanawiyata,"<span itemprop=""address"">Jl. Anggrek No.9</span>",2,2
Richie Room in V Apartment Lt.6 - Family Room,"<span itemprop=""address"">Jalan Amarta No.1, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",2,4
Rock Garden Homestay,"<span itemprop=""address"">Jalan Raya Sundak, Tepus, Gunung Kidul</span>",8,24
Hotel di Jogja,,0,0
Andelis Homestay,"<span itemprop=""address"">Jalan Gondangraya, Gg. Turanggasari Blok 3 No.15 Condongcatur, Sleman</span>",1,3
The Cabin Apartment Unit 9A12,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1,2
Clean Room at Omah Blambangan,"<span itemprop=""address"">Blambangan 57, Rt.004 / Rw.019, Baturan, Trihanggo, Gamping</span>",3,6
Omah Gerjen 29,"<span itemprop=""address"">Jalan Nyi Ahmad Dahlan No.29</span>",2,6
Hotel Limaran 1,"<span itemprop=""address"">Jalan Mayor Suryotomo Daerah Istimewa Yogyakarta </span>",4,12
Family 4 Bedroom at Griya Utie,"<span itemprop=""address"">Jl.timoho Perum griya Timoho estate kav 26</span>",1,2
Simply Homy Guest House Jakal 1 ( Pandega ),"<span itemprop=""address"">Jalan. Pandega Bhakti, No. 10 Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",3,3
Budget Room at Penginapan ENDJ (Walet Samoedra),"<span itemprop=""address"">Jl. Pantai Selatan Jawa, Pantai Sundak Timur, Tepus, Gunung Kidul</span>",1,1
D'Java Homestay Lempuyangan By The Grand Java,"<span itemprop=""address"">Bausasran Dn 3/ 702 RT 44 RW 11,Bausasran, Danurejan</span>",1,2
OYO 347 Bayang Brothers Guest House Near Jogja International Hospital,"<span itemprop=""address"">Jl. Jodipati No.15A, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",1,2
Omah Sastro 2,"<span itemprop=""address"">Perumahan Puri Gejayan Indah C12a</span>",3,6
Mitu Pugeran 609 Homestay Yogyakarta,"<span itemprop=""address"">Jalan Pugeran Timur No. 609, Suryodiningratan, Mantrijeron</span>",1,2
Ethnic Room at Pendopo Andari,"<span itemprop=""address"">Jln Ibu Ruswo, gg 2 no: GM2/232, 55121, Jl. Ibu Ruswo, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta </span>",1,3
2 Bedroom (8pax) at Rara's Family House,"<span itemprop=""address"">Jalan Gurameh Raya B6, Minomartani, Ngaglik</span>",1,2
Budget Room near UGM at Bening Guesthouse,"<span itemprop=""address"">Gang Nusa Indah CT VI/22B, Samirano Lama, Catur Tunggal</span>",2,4
Rice Field View at Rice Field Guest Room,"<span itemprop=""address"">Jalan Kaliurang km 10, jetisbaran no 1, ngagglik. Sleman, Yogyakarta</span>",1,2
Rumah Unyu Yogyakarta Syariah,"<span itemprop=""address"">Jl. Kebon Raya, Gang Terate</span>",1,2
Guesthouse Classy Moccario Jogja,"<span itemprop=""address"">Jalan Kaliwaru Raya, Kaliwaru, Condongcatur, Depok, Sleman</span>",1,2
Arga Guesthouse Syariah,"<span itemprop=""address"">Santan Gang 2, No. 22 Maguwoharjo, Depok</span>",2,6
Joglo Ayem Tentrem,"<span itemprop=""address"">Dusun Ringinsari RT 01 RW 01, Desa Tamanmartani, Kalasan, Sleman</span>",3,9
Pondok Sareh,"<span itemprop=""address"">Jalan DI Panjaitan Gang Ngadinegaran 1J/151 Mantrijeron Yogyakarta</span>",0,0
Hotel Restu,"<span itemprop=""address"">Jl. Batikan No. 7, Pandeyan, Umbulharjo</span>",2,2
Family 2 Bedroom at Rumah Pule,"<span itemprop=""address"">Jalan Kaliurang km 10, jetisbaran no 1, ngagglik. Sleman, Yogyakarta</span>",1,2
Arawa Homestay 233A Merah,"<span itemprop=""address"">Jalan Nusa Indah No. 233A, Condongcatur</span>",1,2
Clean Room at Puri Phunix Babarsari,"<span itemprop=""address"">Jalan Babarsari No. 18 b ( Sebelah Hyperbox )</span>",1,1
1 Bedroom Cottage in Pantai Kukup at Winahyu Resort,"<span itemprop=""address"">Pantai Kukup, Wanosari , Gunung Kidul, Des.Tanjungsari</span>",1,2
Mulia Kencana Hotel Jogja,"<span itemprop=""address"">Jalan Pasar Kembang No.15, Sosromenduran, Malioboro, Yogyakarta </span>",3,6
House of BR,"<span itemprop=""address"">Jalan Perumnas Seturan Mundu No. A2-A3 Jogjakarta (Selatan Tk Funstrak))</span>",1,2
QQ House,"<span itemprop=""address"">Jl. Kresna Gg Buntu Purwomartani (belakang Komp. Pertamina)</span>",1,2
Homestay Rusmiyati KII,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul </span>",1,2
