nama_hotel,alamat_hotel,jumlah_kamar
2 Bedroom Cottage B in Pantai Kukup at Winahyu Resort,"<span itemprop=""address"">Pantai Kukup, Wonosari, Gunung Kidul , Desa Tanjung Sari</span>",2
Studio Room at Malioboro City Apartment,"<span itemprop=""address"">Jl. Laksda Adisucipto Km 8 Depok, Sleman</span>",2
Chorus Family Homestay,"<span itemprop=""address"">Jalan Nglaren Sari 144A</span>",4
Sae Sae Hostel,"<span itemprop=""address"">Jalan Ngadinegaran MJ III/46, Gang Cempaka</span>",2
Homestay Zuhriyah Syariah - 2 Bedrooms,"<span itemprop=""address"">Jalan Palagan,  Rejodani, RT 03 RW 02, Sariharjo, Sleman</span>",2
Mone House Private Room Yogyakarta,"<span itemprop=""address"">Jalan Manyar No.1, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman,</span>",2
Rumah Karangwuni Homestay,"<span itemprop=""address"">Perumahan Grand Harmony Residence D3, Jalan Kaliurang Km 4,5, Karangwuni, Catur Tunggal, Depok, Sleman, Yogyakarta</span>",2
Ndalem Kemetiran Malioboro Yogyakarta,"<span itemprop=""address"">Jalan Kemetiran Lor GT II , 671</span>",3
Hotel di Jogja,,1
Pavilliun Syariah 1 in Palagan at Homestay Surya,"<span itemprop=""address"">Waras no.94C RT 01/031 (Desa Sedan)</span>",2
Value Room in Pantai Kukup at Winahyu Resorts,"<span itemprop=""address"">Pantai Kukup, Wonosari, Gunung Kidul, Desa Tanjung Sari</span>",2
1 Bedroom Guesthouse (4pax) at Rakai Garung,"<span itemprop=""address"">Jalan candi sambisari</span>",2
Full House 3 Bedroom at Fams Homestay by FH Stay,"<span itemprop=""address"">Laguna Spring Residence No E10. Jl. Wonosari Km 7</span>",2
Lempuyangan Guest House,"<span itemprop=""address"">Jalan Ronodigdayan No. 27. Yogyakarta</span>",2
Value Room at Tanjung Inn,"<span itemprop=""address"">Jalan Tanjung No. 3, Wonosari, Gunungkidul, Yogyakarta</span>",3
Villa Kayu Yogyakarta,"<span itemprop=""address"">Gedongan, Bangunjiwo, Bantul, Daerah Istimewa Yogyakarta</span>",3
Rumah Kayu by Symphony,"<span itemprop=""address"">Jalan Anggajaya 1 No.268 A, Sanggrahan, Condongcatur, Kec. Depok</span>",2
Abrisam Shareeah Family Homestay,"<span itemprop=""address"">jalan parangtritis 164b Yogyakarta</span>",2
Wooden Room at Ndalem Malioboro Guest House,"<span itemprop=""address"">Jl. Widayati Sutarjo, Danukusuman, Gondokusuman</span>",2
Spacious Room near Jogja Bay at Enter Homestay,"<span itemprop=""address"">Jalan Tasur No.36, Pugerar RT 11/RW 10, Mangunharjo</span>",2
Grand Bale Home Villa,"<span itemprop=""address"">Jalan Karangjati, Gedongan, Bangunjiwo, Kasihan</span>",2
Cozy Room at Mrican Residence Syariah,"<span itemprop=""address"">Jl. Mrican Baru No. 24, Catur Tunggal, Yogyakarta</span>",3
Ratmono Guest House,"<span itemprop=""address"">Jalan Selorejo No 252 Gorongan RT.05 / RW. 20, Condong Catur</span>",4
Best House,"<span itemprop=""address"">Gang Nanas, Banguntapan, Bantul</span>",3
Backpacker Room at ViaVia Guest House,"<span itemprop=""address"">Jl. Prawirotaman MG 3/514a</span>",3
Numarun Private Room,"<span itemprop=""address"">Awana Townhouse No.6</span>",2
OYO 966 Dinda Guesthouse,"<span itemprop=""address"">Jl. Candi Gebang no. 208A, Condongcatur,Yogyakarta City, Special Region of Yogyakarta, Indonesia, Yogyakarta</span>",2
Backpack Room at Napinap,"<span itemprop=""address"">Jalan timuran MG III NO.84 mergangsan kota yogyakarta</span>",2
Bedhot Home Stay,"<span itemprop=""address"">Jl. KH Ali Maksum, Panggung Harjo, Sewon, Bantul</span>",5
Retra's Hostel Private Room,"<span itemprop=""address"">Jalan Kaliurang KM. 5.5 Gang Pandega Mandala No. 25C, Caturtunggal, Kecamatan Depok, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",3
The Cabin Apartment Unit 9B07,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1
Grha Somaya Hotel,"<span itemprop=""address"">Jalan Menteri Supeno No 28 BC</span>",4
Kenari Backpacker Hostel,"<span itemprop=""address"">Jalan Krodan No 4, Krodan, Maguwoharjo</span>",2
Adikarta Guesthouse Kaliurang,"<span itemprop=""address"">Jalan Kaliurang Km.7, Kompleks Kolombo Baru Kav 19 Joho, Condongcatur</span>",2
Rubilang Homestay Yogyakarta,"<span itemprop=""address"">Jalan Plataran No 8, Sembungan, Bangunjiwo, Kasihan</span>",2
Smart Room near Ambarrukmo Plaza at Pondokan Baiti,"<span itemprop=""address"">Jalan Melon No 137, Monolo - Nologaten</span>",2
Bougenville Stay,"<span itemprop=""address"">Jalan Gambir No 9A, Karang Gayam Caturtunggal</span>",3
Grand Zea 1 Umbulharjo Yogyakarta,"<span itemprop=""address"">Jl. Golo Gang Pulang Geni No. 421A, Umbulharjo</span>",3
Ismoyo Hotel,"<span itemprop=""address"">Jalan Jlagran Lor No.57/123</span>",5
Hotel di Jogja,,1
Sewu Mas Hotel,"<span itemprop=""address"">Jalan Ring Road Utara No 198, Mlati</span>",3
Family 4 Bedroom at Omah Glagah,"<span itemprop=""address"">Jl.Glagahsari no. 138 Yogyakarta</span>",2
Affordable Room in Pantai Kukup at Winahyu Resorts,"<span itemprop=""address"">Jalan Wonosari-Baron KM 22, Ngepung, Kemadang, Tanjung Sari, Wonosari</span>",2
Simply Homy Guest House Pogung Baru,"<span itemprop=""address"">Jalan. Pandega Padma No. 246 A Pogung Lor, Sinduadi, Mlati, Kabupaten Sleman, </span>",2
Comfort Room at Kabila Homestay Family Syariah,"<span itemprop=""address"">JL. CENDRAWASIH, GANG PARKIT , RT 14 RW 27 , BLOK IV NO 101, MAGUWO WONOCATUR , BANGUNTAPAN, BANTUL, YOGYAKARTA, INDONESIA.</span>",4
Omah Ndeso Godean - Traditional House 1,"<span itemprop=""address"">Jalan Godean Seyegan Klaci 1 RT.05 / RW.09, Margoluwih, Seyegan, Sleman</span>",2
LINA Guest House,"<span itemprop=""address"">Jalan Dagen, Pajeksan GT I No. 507 Kota Yogyakarta * 50 meter dari jalan malioboro * 300 meter dari Keraton Yogyakarta</span>",2
Value Stay at Green Pearl Homestay,"<span itemprop=""address"">Jl. Titibumi Selatan No 450 Banyuraden</span>",3
Bunk Bed and Breakfast Dormitory,"<span itemprop=""address"">Jalan KH Wahid Hasyim 23, Ngampilan. Yogyakarta</span>",2
The Helena Guesthouse,"<span itemprop=""address"">Komplek Victoria Residence</span>",2
Simply Homy Guest House UTY,"<span itemprop=""address"">Jalan. Kabupaten, RT.2/RW.11, Ngawean, Trihanggo, Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",2
Clean Room at Ndalem Batik Guest House,"<span itemprop=""address"">Jl. Suryowijayan No 71 B</span>",3
Hotel Budi Inn 1,"<span itemprop=""address"">Mancingan, 11 Rt. 04. Rw 23, Parangtritis, Kretek</span>",4
Homestay Surya Yogyakarta,"<span itemprop=""address"">Waras no.94C RT 01/031 (Desa Sedan)</span>",5
Guest House Griya Alsis,"<span itemprop=""address"">Jl. Garuni III No. 3A, Babarsari, Kledokan, Sleman, Yogyakarta</span>",2
OYO 722 Uno Guesthouse,"<span itemprop=""address"">Jl Timbulrejo Krodan Maguwoharjo Kec Depok Kabupaten Sleman Daerah Istimewa Yogyakarta 55282 Indonesia</span>",2
Eco Room at Mamagayo Inn,"<span itemprop=""address"">Jl suryodiningratan 42</span>",2
Grand Zea 2 Gedongkuning Yogyakarta,"<span itemprop=""address"">Gang Nakula, Jeruk Legi, Jalan Pringgolayan No 507, Banguntapan </span>",4
Full House 3 Bedroom at Punai Homestay by FH Stay,"<span itemprop=""address"">Perum MBS No 33. Jl. Tambakboyo Condongcatur, Depok</span>",2
4 Bedroom Homestay at Rabbani Family Homestay,"<span itemprop=""address"">jl. Ngawen No 26 Trihanggo, Gamping</span>",2
Homestay Rusmiyati K1,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul</span>",2
Blue Garden Jogja,"<span itemprop=""address"">Jalan Bibis, Desa Lemah Bang, RT.002 Padukuhan Gendeng, Kelurahan Bangunjiwo Kecamatan Kasihan, Bantul</span>",2
Hyarta Luxorious Golden Villa (near Centre of Yogyakarta),"<span itemprop=""address"">Jl. Palagan Tentara Pelajar Km 7.7, Ngaglik Sariharjo</span>",3
Pondok Tuman Homestay,"<span itemprop=""address"">Jl. HOS. Cokroaminoto, Pakuncen Wirobrajan</span>",3
Budget Room at Ratu Guesthouse Babarsari Syariah,"<span itemprop=""address"">Jalan Proklamasi TG 17/6C Babarsari, Sleman</span>",3
Pamularsih Homestay,"<span itemprop=""address"">Jalan Pamularsih No. 5</span>",2
Ndalem Joglo Hinggil,"<span itemprop=""address"">Jl. Kaliurang Km. 20, Ngetehan, Pakem, Kaliurang</span>",4
Omah Ndeso Godean - Traditional House 2,"<span itemprop=""address"">Jalan Godean Seyegan Klaci 1 RT.05 / RW.09, Margoluwih, Seyegan, Sleman</span>",2
Rami Homestay,"<span itemprop=""address"">Puri Dukuh Asri A4-A6, Jl.Bantul, Gedongkiwo, kec.Mantrijeron</span>",2
Mell's Home,"<span itemprop=""address"">Jalan Plosokuning Raya, Perum Kaliurang Grahayasa No.A4</span>",2
Hotel di Jogja,,1
Homestay Putu Popon,"<span itemprop=""address"">Bukit Panguk Kediwung, Mangunan, Dlingo, Bantul</span>",2
Hotel Nugraha Yogyakarta,"<span itemprop=""address"">Jl. Sartono MJ 3 No.813, Mantrijeron</span>",6
Family Apartment Jogja 2bedroom (all room) near Malioboro,"<span itemprop=""address"">JL.Pringgodani no 22 Mrican Catur Tunggal Depok Sleman Yogyakarta</span>",2
The Wayang Homestay,"<span itemprop=""address"">Jalan DI Panjaitan, Kp Minggiran Gang Pisang No. 1017</span>",6
Homestay Omah Mbesi,"<span itemprop=""address"">Gading IX, Rt.01/009, Kel.Gading, Kec.Playen, Kab.Gunung Kidul</span>",2
Hotel Omah Cepit,"<span itemprop=""address"">Jl. Cepit Tembi 46 Pendowoharjo, Sewon, Bantul </span>",2
Khomestay Jogja 2,"<span itemprop=""address"">Jalan Tantular No.431 RT 15 RW 42, Pringwulung, Condongcatur, Depok</span>",2
Plemburan Homestay,"<span itemprop=""address"">Jalan Mulia 2 No.3, Plemburan</span>",2
30 days Boutique Guest House,"<span itemprop=""address"">Perumahan Pesona Merapi Kav. F 32. Jalan Kapten Haryadi (Jalan Kaliurang KM 9,3)</span>",2
Homestay Sumono Gunung Kidul,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu</span>",2
Wisma Wanawiyata,"<span itemprop=""address"">Jl. Anggrek No.9</span>",3
Cozy Room at Penginapan Griya Kita,"<span itemprop=""address"">Jl. Pertanian 387, Tegalmulyo, Banguntapan</span>",2
Richie Room in V Apartment Lt.6 - Family Room,"<span itemprop=""address"">Jalan Amarta No.1, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman</span>",1
Rock Garden Homestay,"<span itemprop=""address"">Jalan Raya Sundak, Tepus, Gunung Kidul</span>",9
Andelis Homestay,"<span itemprop=""address"">Jalan Gondangraya, Gg. Turanggasari Blok 3 No.15 Condongcatur, Sleman</span>",2
The Cabin Apartment Unit 9A12,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1
The Cabin Apartment Unit 10A01,"<span itemprop=""address"">Jalan Kaliurang KM 5 No 72 (Uttara The Icon Apartment)</span>",1
Omah Gerjen 29,"<span itemprop=""address"">Jalan Nyi Ahmad Dahlan No.29</span>",3
Hotel Limaran 1,"<span itemprop=""address"">Jalan Mayor Suryotomo Daerah Istimewa Yogyakarta </span>",5
Family 4 Bedroom at Griya Utie,"<span itemprop=""address"">Jl.timoho Perum griya Timoho estate kav 26</span>",2
Simply Homy Guest House Jakal 1 ( Pandega ),"<span itemprop=""address"">Jalan. Pandega Bhakti, No. 10 Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",4
Budget Room at Penginapan ENDJ (Walet Samoedra),"<span itemprop=""address"">Jl. Pantai Selatan Jawa, Pantai Sundak Timur, Tepus, Gunung Kidul</span>",2
OYO 347 Bayang Brothers Guest House Near Jogja International Hospital,"<span itemprop=""address"">Jl. Jodipati No.15A, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta </span>",2
Omah Sastro 2,"<span itemprop=""address"">Perumahan Puri Gejayan Indah C12a</span>",4
2 Bedroom (8pax) at Rara's Family House,"<span itemprop=""address"">Jalan Gurameh Raya B6, Minomartani, Ngaglik</span>",2
Budget Room near UGM at Bening Guesthouse,"<span itemprop=""address"">Gang Nusa Indah CT VI/22B, Samirano Lama, Catur Tunggal</span>",3
Rumah Ukhi Yogyakarta,"<span itemprop=""address"">Jl. Rocket Rajek Kidul RT.05 / RW.23 Tirtoadi, Mlati, Sleman</span>",3
Rumah Unyu Yogyakarta Syariah,"<span itemprop=""address"">Jl. Kebon Raya, Gang Terate</span>",2
Guesthouse Classy Moccario Jogja,"<span itemprop=""address"">Jalan Kaliwaru Raya, Kaliwaru, Condongcatur, Depok, Sleman</span>",2
Arga Guesthouse Syariah,"<span itemprop=""address"">Santan Gang 2, No. 22 Maguwoharjo, Depok</span>",3
Hotel di Jogja,,1
Joglo Ayem Tentrem,"<span itemprop=""address"">Dusun Ringinsari RT 01 RW 01, Desa Tamanmartani, Kalasan, Sleman</span>",4
Hotel Restu,"<span itemprop=""address"">Jl. Batikan No. 7, Pandeyan, Umbulharjo</span>",3
Family 2 Bedroom at Rumah Pule,"<span itemprop=""address"">Jalan Kaliurang km 10, jetisbaran no 1, ngagglik. Sleman, Yogyakarta</span>",2
Arawa Homestay 233A Merah,"<span itemprop=""address"">Jalan Nusa Indah No. 233A, Condongcatur</span>",2
Clean Room at Puri Phunix Babarsari,"<span itemprop=""address"">Jalan Babarsari No. 18 b ( Sebelah Hyperbox )</span>",2
1 Bedroom Cottage in Pantai Kukup at Winahyu Resort,"<span itemprop=""address"">Pantai Kukup, Wanosari , Gunung Kidul, Des.Tanjungsari</span>",2
Mulia Kencana Hotel Jogja,"<span itemprop=""address"">Jalan Pasar Kembang No.15, Sosromenduran, Malioboro, Yogyakarta </span>",4
House of BR,"<span itemprop=""address"">Jalan Perumnas Seturan Mundu No. A2-A3 Jogjakarta (Selatan Tk Funstrak))</span>",2
QQ House,"<span itemprop=""address"">Jl. Kresna Gg Buntu Purwomartani (belakang Komp. Pertamina)</span>",2
Pondok Keluarga Mugi Remen Syariah,"<span itemprop=""address"">Perumahan Minggiran Baru 26/MJ II /942, Kel. Suryodiningrat, Kec. Mantrirejon, Suryodiningratan</span>",2
Homestay Rusmiyati KII,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul </span>",2
Comfy Homestay Yogyakarta,"<span itemprop=""address"">Jl. Monjali No 20A-B, RT.RW 01.39 Nandan, Ngaglik</span>",3
Modern Chic Room at  Dejaboe Homestay,"<span itemprop=""address"">Jalan Seturan Gang Asmara UKDW No.8, Depok</span>",2
D'Java Homestay Babarsari By The Grand Java,"<span itemprop=""address"">Jl. Babarsari No. 1A, Caturtunggal Kec. Depok, Caturtunggal</span>",2
Homestay Ibnu K1B,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul</span>",2
Family 6 Bedroom at Ndalem Sardan,"<span itemprop=""address"">Jalan Babadan Bb 12 Perum Gedong Kuning, Banguntapan</span>",4
Full House 3 Bedroom at Griya Rini Homestay,"<span itemprop=""address"">Jl Gilang Raya No 3 Mantub Baru Wiyoro Baturetno Bantul</span>",2
Rumah Tin,"<span itemprop=""address"">Golo UH 5 no 411, Pandeyan,</span>",2
3C Familia Residence,"<span itemprop=""address"">Jalan Mayjen Bambang Sugeng No. 949</span>",3
Homestay Ibnu K2,"<span itemprop=""address"">Kalisuci, Jetis Wetan Pacarejo, Semanu, Gunung Kidul </span>",2
Griya Yunika,"<span itemprop=""address"">Jalan Kapten Piere Tendean, Gang Gatot Kaca No.10, Wirobrajan</span>",5
Raintree Boutique Villa & Gallery,"<span itemprop=""address"">Jalan Melati Wetan No 42, Baciro</span>",3
Jasmine Heritage Homestay,"<span itemprop=""address"">Jln. Lobaningratan 10, Gondomanan</span>",5
Sakura Hotel Yogyakarta,"<span itemprop=""address"">Jalan Sosrowijayan GT 1/59 Yogyakarta</span>",3
toeRu pod by the Amartya,"<span itemprop=""address"">Jalan Ring Road Barat No. 288		</span>",4
Kranggan96,"<span itemprop=""address"">Jalan Kranggan No 96, Cokrodiningratan</span>",3
V Apartment Jogja,"<span itemprop=""address"">Jalan Amarto No 1 , Kledokan, Caturtunggal, Depok</span>",2
Lorong Homestay,"<span itemprop=""address"">Jalan Nitiprayan RT.01, Dukuh 3, Jeblok, Tirtonirmolo, Kasihan Bantul</span>",2
Kamala House,"<span itemprop=""address"">Jl. Tambak, Kasihan, Bantul, D.I.Yogyakarta 55184 (Perumahan Griya Indah VI A18) Indonesia</span>",3
Griya Narayana Minggiran - 2 Bedrooms,"<span itemprop=""address"">Perum Griya Mandiri II No. B2, Mantrijeron</span>",2
